# SRC: TARGET_NAME 
# RA: 17 h 45 m 40.0410 s
# DEC: -29 deg  0 m 28.1180 s
# MJD: 0.1111 - 0.7950 
# RF: 227.2970 GHz 
# BW: 4.0960 GHz 
# PHASECAL: 1 
# AMPCAL: 1 
# ----------------------------------------------------------------
# Site       X(m)             Y(m)             Z(m)           SEFD
# ALMA50     2225037.18510   -5441199.16200   -2479303.46290  110.0000 
# SMTO      -1828796.20000   -5054406.80000    3427865.20000  11900.0000 
# LMT        -768713.96370   -5988541.79820    2063275.94720  560.0000 
# Hawaii8   -5464523.40000   -2493147.08000    2150611.75000  4900.0000 
# PV         5088967.90000    -301681.60000    3825015.80000  2900.0000 
# PdBI       4523998.40000     468045.24000    4460309.76000  1600.0000 
# SPT              0.00000          0.00000   -6359587.30000  7300.0000 
# GLT        1500692.00000   -1191735.00000    6066409.00000  4744.0000 
# ----------------------------------------------------------------
# time (hr) tint    T1     T2    Elev1   Elev2  Tau1   Tau2   U (lambda)       V (lambda)         Iamp (Jy)    Iphase(d)  Qamp (Jy)    Qphase(d)   Uamp (Jy)    Uphase(d)   sigma (Jy)
03.70555556 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1417373620.0000  8575835740.0000    0.01322900   157.1772   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.70555556 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -724109760.0000  8889305350.0000    0.00278900   -42.6670   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.70833333 10.00   PdBI     PV  0.00   0.00  0.00   0.00    693095900.0000   313224490.0000    0.18282000    11.7723   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.70833333 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1414723810.0000  8576336480.0000    0.02126100  -138.5054   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.70833333 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -721627910.0000  8889560970.0000    0.03707800    16.3583   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.71111111 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -719145670.0000  8889815710.0000    0.02136700    -0.4412   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.71111111 10.00   PdBI     PV  0.00   0.00  0.00   0.00    692927570.0000   312979430.0000    0.17257500    13.7093   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.71111111 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1412073250.0000  8576836280.0000    0.00478300   -65.5669   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.71388889 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -716663060.0000  8890069570.0000    0.02325400    -6.5940   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.71388889 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1409421940.0000  8577335140.0000    0.02186600   152.2938   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.71388889 10.00   PdBI     PV  0.00   0.00  0.00   0.00    692758880.0000   312734430.0000    0.17119000    10.0239   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.71666667 10.00   PdBI     PV  0.00   0.00  0.00   0.00    692589810.0000   312489490.0000    0.16739900     8.7078   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.71666667 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1406769880.0000  8577833060.0000    0.01061500   111.2456   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.71666667 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -714180070.0000  8890322560.0000    0.02190200   -19.0924   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.71944444 10.00   PdBI     PV  0.00   0.00  0.00   0.00    692420380.0000   312244610.0000    0.18779000     7.6615   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.71944444 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1404117070.0000  8578330050.0000    0.01539600  -134.6221   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.71944444 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -711696690.0000  8890574660.0000    0.02873400  -153.3812   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.72222222 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -709212930.0000  8890825890.0000    0.00292500     9.6400   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.72222222 10.00   PdBI     PV  0.00   0.00  0.00   0.00    692250580.0000   311999790.0000    0.17532300    11.9268   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.72222222 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1401463520.0000  8578826100.0000    0.03076500   179.1836   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.72500000 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1398809210.0000  8579321210.0000    0.01206500    56.3413   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.72500000 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -706728800.0000  8891076240.0000    0.01355800    19.8756   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.72500000 10.00   PdBI     PV  0.00   0.00  0.00   0.00    692080410.0000   311755030.0000    0.17538100    11.6474   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.72777778 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -704244290.0000  8891325710.0000    0.01575800  -134.7702   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.72777778 10.00   PdBI     PV  0.00   0.00  0.00   0.00    691909880.0000   311510330.0000    0.16950000    10.9662   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.72777778 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1396154170.0000  8579815380.0000    0.03484800   134.4304   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.73055556 10.00   PdBI     PV  0.00   0.00  0.00   0.00    691738970.0000   311265690.0000    0.18636700     9.7566   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.73055556 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1393498390.0000  8580308610.0000    0.00225700   118.7420   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.73055556 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -701759410.0000  8891574300.0000    0.01354700    76.2416   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.73333333 10.00   PdBI     PV  0.00   0.00  0.00   0.00    691567700.0000   311021110.0000    0.19703600     7.2181   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.73333333 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1390841850.0000  8580800910.0000    0.01746600    18.5823   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.73333333 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -699274150.0000  8891822020.0000    0.03893100   -52.0562   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.73611111 10.00   PdBI     PV  0.00   0.00  0.00   0.00    691396060.0000   310776590.0000    0.16115800    12.8597   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.73611111 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1388184590.0000  8581292260.0000    0.05700200   -35.3238   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.73611111 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -696788530.0000  8892068850.0000    0.01140400   -67.8113   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.73888889 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1385526590.0000  8581782680.0000    0.00965700   179.8927   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.73888889 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -694302530.0000  8892314810.0000    0.01533100    36.4166   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.73888889 10.00   PdBI     PV  0.00   0.00  0.00   0.00    691224050.0000   310532130.0000    0.17307500    13.1696   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.74166667 10.00   PdBI     PV  0.00   0.00  0.00   0.00    691051680.0000   310287740.0000    0.17222800    12.2191   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.74166667 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1382867840.0000  8582272150.0000    0.01885200  -178.6125   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.74166667 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -691816160.0000  8892559890.0000    0.01440500    18.2628   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.74444444 10.00   PdBI     PV  0.00   0.00  0.00   0.00    690878940.0000   310043400.0000    0.17434400     7.9227   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.74444444 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1380208370.0000  8582760680.0000    0.03659200   168.0002   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.74444444 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -689329430.0000  8892804080.0000    0.01743900    47.9977   0.00000000     0.0000    0.00000000     0.0000    0.01194000
03.74722222 10.00   PdBI     PV  0.00   0.00  0.00   0.00    690705830.0000   309799130.0000    0.19190400    11.1205   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
03.74722222 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1377548160.0000  8583248280.0000    0.01910300   -76.4431   0.00000000     0.0000    0.00000000     0.0000    0.01608000
03.74722222 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -686842330.0000  8893047400.0000    0.00647100   -81.3528   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.00000000 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1132581400.0000  8623649870.0000    0.00981300  -128.1121   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.00000000 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -459153870.0000  8911492690.0000    0.02131300    18.2457   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.00000000 10.00   PdBI     PV  0.00   0.00  0.00   0.00    673427530.0000   287842820.0000    0.19372400    10.2163   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.00000000 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   3985664040.0000  5983619630.0000    0.01061600   160.6327   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.00000000 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3312236510.0000  5695776810.0000    0.00368300   -54.5653   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.00000000 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4444817910.0000  2927873060.0000    0.00808200   -38.9590   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.00277778 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3314458020.0000  5694605160.0000    0.00421200   -24.4647   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.00277778 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   3987679070.0000  5982209880.0000    0.00648600  -178.7991   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.00277778 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4444317800.0000  2929444730.0000    0.01158500   -20.9752   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.00277778 10.00   PdBI     PV  0.00   0.00  0.00   0.00    673221040.0000   287604720.0000    0.18471400     5.5487   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.00277778 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1129859770.0000  8624049890.0000    0.00452400   140.8428   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.00277778 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -456638730.0000  8911654610.0000    0.02214700    47.9245   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.00555556 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4443815320.0000  2931016230.0000    0.00339500   -32.6247   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.00555556 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -454123340.0000  8911815640.0000    0.01133600   143.8246   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.00555556 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1127137530.0000  8624448940.0000    0.02146900   155.5194   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.00555556 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   3989691980.0000  5980799420.0000    0.00846200   158.6058   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.00555556 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3316677790.0000  5693432720.0000    0.00945100   -27.5007   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.00555556 10.00   PdBI     PV  0.00   0.00  0.00   0.00    673014190.0000   287366700.0000    0.19965900     8.7142   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.00833333 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1124414700.0000  8624847040.0000    0.01498500  -136.4778   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.00833333 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3318895780.0000  5692259500.0000    0.00763000   -38.5744   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.00833333 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   3991702770.0000  5979388250.0000    0.00788500   155.6545   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.00833333 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4443310480.0000  2932587540.0000    0.01271800    -2.5952   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.00833333 10.00   PdBI     PV  0.00   0.00  0.00   0.00    672806990.0000   287128750.0000    0.19601600    11.6028   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.00833333 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -451607720.0000  8911975780.0000    0.01529200     9.6870   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.01111111 10.00   PdBI     PV  0.00   0.00  0.00   0.00    672599430.0000   286890870.0000    0.19358400     9.9102   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.01111111 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4442803280.0000  2934158670.0000    0.01656200   -27.7234   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.01111111 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1121691280.0000  8625244160.0000    0.02228700   178.6676   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.01111111 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3321112010.0000  5691085500.0000    0.00740900   -42.2378   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.01111111 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   3993711430.0000  5977976370.0000    0.01124300   152.2906   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.01111111 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -449091850.0000  8912135030.0000    0.01005700   -19.0017   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.01388889 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1118967240.0000  8625640330.0000    0.02455700   139.3606   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.01388889 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -446575740.0000  8912293400.0000    0.03362200    77.9132   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.01388889 10.00   PdBI     PV  0.00   0.00  0.00   0.00    672391500.0000   286653060.0000    0.19814500    11.1052   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.01388889 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4442293720.0000  2935729630.0000    0.01071100   -19.9569   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.01388889 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   3995717980.0000  5976563770.0000    0.00815500   174.8242   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.01388889 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3323326480.0000  5689910700.0000    0.00521100   -26.1197   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.01666667 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3325539170.0000  5688735130.0000    0.00586300   -18.0401   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.01666667 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   3997722400.0000  5975150470.0000    0.00846900   173.0044   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.01666667 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4441781800.0000  2937300400.0000    0.01374200   -39.8037   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.01666667 10.00   PdBI     PV  0.00   0.00  0.00   0.00    672183230.0000   286415330.0000    0.18678400    14.7777   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.01666667 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1116242630.0000  8626035530.0000    0.01862100    68.5547   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.01666667 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -444059400.0000  8912450870.0000    0.01598100   -46.0611   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.01944444 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1113517410.0000  8626429770.0000    0.01309500   148.8006   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.01944444 10.00   PdBI     PV  0.00   0.00  0.00   0.00    671974590.0000   286177680.0000    0.19588700     9.2381   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.01944444 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -441542820.0000  8912607450.0000    0.01648700   -16.2119   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.01944444 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   3999724690.0000  5973736460.0000    0.00808600   157.9368   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.01944444 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3327750100.0000  5687558780.0000    0.00616400   -30.9022   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.01944444 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4441267510.0000  2938870990.0000    0.00986700   -29.8846   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.02222222 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1110791600.0000  8626823050.0000    0.01677900  -124.8501   0.00000000     0.0000    0.00000000     0.0000    0.01608000
04.02222222 10.00   PdBI     PV  0.00   0.00  0.00   0.00    671765600.0000   285940090.0000    0.19117100     8.0687   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.02222222 10.00   PdBI    SPT  0.00   0.00  0.00   0.00   -439026000.0000  8912763140.0000    0.01701700    32.3855   0.00000000     0.0000    0.00000000     0.0000    0.01194000
04.02222222 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4001724860.0000  5972321730.0000    0.00932100   159.4124   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.02222222 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3329959260.0000  5686381640.0000    0.00669900   -42.8930   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.02222222 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4440750860.0000  2940441410.0000    0.00972400   -40.7165   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.02500000 10.00     PV ALMA50  0.00   0.00  0.00   0.00   3332166640.0000  5685203730.0000    0.00236800   -69.3353   0.00000000    -0.0000    0.00000000    -0.0000    0.00197000
04.02500000 10.00   PdBI ALMA50  0.00   0.00  0.00   0.00   4003722890.0000  5970906310.0000    0.00536000   135.8930   0.00000000    -0.0000    0.00000000    -0.0000    0.00147000
04.02500000 10.00 ALMA50    SPT  0.00   0.00  0.00   0.00  -4440231850.0000  2942011630.0000    0.01207800   -36.1823   0.00000000     0.0000    0.00000000     0.0000    0.00313000
04.02500000 10.00   PdBI     PV  0.00   0.00  0.00   0.00    671556250.0000   285702580.0000    0.19798500     6.6762   0.00000000    -0.0000    0.00000000    -0.0000    0.00753000
04.02500000 10.00     PV    SPT  0.00   0.00  0.00   0.00  -1108065200.0000  8627215360.0000    0.01231400    80.0314   0.00000000     0.0000    0.00000000     0.0000    0.01608000
